Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2002,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2002,Feb. 2002,Mar. 2002,Apr. 2002,May 2002,Jun. 2002,Jul. 2002,Aug. 2002,Sep. 2002,Oct. 2002,Nov. 2002,Dec. 2002,TOTAL,,
446,Health and personal care stores,"14,525","14,747","14,745","14,940","14,903","14,947","15,004","15,120","15,288","15,298","15,348","15,293",,,
44611,Pharmacies and drug stores,"12,397","12,528","12,551","12,742","12,723","12,802","12,811","12,926","13,087","13,065","13,232","13,226",,,
447,Gasoline stations,"19,130","19,068","19,813","20,856","20,930","20,733","21,438","21,182","21,272","21,659","22,009","22,464",,,
448,Clothing and clothing access. stores,"14,220","14,357","14,436","14,410","14,220","14,366","14,200","14,338","13,966","14,625","14,456","14,714",,,
4481,Clothing stores,"10,103","10,205","10,226","10,252","10,071","10,246","10,187","10,214","9,934","10,531","10,360","10,522",,,
44811,Men's clothing stores,679,700,692,702,678,680,677,665,668,670,668,664,,,
44812,Women's clothing stores,"2,628","2,659","2,647","2,656","2,584","2,592","2,551","2,590","2,524","2,549","2,578","2,698",,,
4482,Shoe stores,"1,961","1,977","1,939","1,967","1,939","1,960","1,919","1,933","1,882","1,914","1,914","1,928",,,
44831,Jewelry stores,"2,009","2,038","2,136","2,048","2,076","2,026","1,957","2,056","2,013","2,048","2,050","2,128",,,
451,"Sporting goods, hobby, musical instrument, and book stores","5,775","5,711","5,717","5,799","5,731","5,670","5,666","5,689","5,852","5,839","5,985","5,809",,,
452,General merchandise stores,"36,811","36,974","37,144","37,491","37,114","37,417","37,132","37,202","37,059","37,816","37,698","37,716",,,
4521,Department stores,"18,935","18,811","18,905","19,018","18,530","18,604","18,297","18,261","18,041","18,541","18,010","17,917",,,
4529,Other general merchandise stores,"17,876","18,163","18,239","18,473","18,584","18,813","18,835","18,941","19,018","19,275","19,688","19,799",,,
45291,Warehouse clubs and superstores,"14,959","15,310","15,410","15,623","15,754","15,928","16,003","16,069","16,133","16,353","16,762","16,863",,,
45299,All other gen. merchandise stores,"2,917","2,853","2,829","2,850","2,830","2,885","2,832","2,872","2,885","2,922","2,926","2,936",,,
453,Miscellaneous stores retailers,"8,447","8,616","8,380","8,579","8,539","8,639","8,575","8,740","8,724","8,579","8,362","8,569",,,
454,Nonstore retailers,"15,091","15,054","15,345","15,675","15,850","15,725","16,018","15,881","15,725","15,977","16,416","16,497",,,
4541,Electronic shopping and mail order houses,"9,902","9,994","9,898","10,025","10,086","10,066","10,224","10,266","10,241","10,305","10,528","10,527",,,
45431,Fuel dealers,"1,751","1,732","1,820","1,960","2,048","1,997","2,057","2,024","2,029","2,136","2,271","2,318",,,
722,Food services and drinking places,"27,201","27,384","27,203","27,500","27,378","27,586","27,616","27,607","27,784","27,623","27,916","28,017",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
