Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2005,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2005,Feb. 2005,Mar. 2005,Apr. 2005,May 2005,Jun. 2005,Jul. 2005,Aug. 2005,Sep. 2005,Oct. 2005,Nov. 2005,Dec. 2005,TOTAL,,
453,Miscellaneous store retailers,"7,863","8,062","8,557","8,299","9,340","8,980","8,623","9,170","8,944","8,953","9,216","11,272","107,279",,
4532,"Office supplies, stationery, and gift stores","2,958","3,021","3,063","2,863","3,121","3,033","3,064","3,631","3,320","3,238","3,459","5,004","39,775",,
45321,Office supplies and stationery stores,"1,980","1,823","1,920","1,658","1,742","1,606","1,603","2,159","1,989","1,725","1,776","2,181","22,162",,
45322,"Gift, novelty, and souvenir stores",978,"1,198","1,143","1,205","1,379","1,427","1,461","1,472","1,331","1,513","1,683","2,823","17,613",,
45330,Used merchandise stores,782,713,774,726,745,736,729,757,767,837,889,865,"9,320",,
454,Nonstore retailers,"20,592","19,305","21,725","19,491","19,173","19,232","18,094","20,891","20,821","22,077","24,299","29,879","255,579",,
4541,Electronic shopping and mail-order houses,"13,209","12,317","14,154","13,352","13,639","13,634","13,107","14,910","14,318","15,022","16,922","21,316","175,900",,
45431,Fuel dealers,"4,004","3,471","3,540","2,308","1,995","1,948","1,858","2,300","2,588","2,791","3,129","4,379","34,311",,
722,Food services and drinking places,"29,792","29,742","32,757","33,578","34,056","33,570","34,940","34,292","32,850","33,921","32,083","34,882","396,463",,
7224,Drinking places,"1,381","1,356","1,488","1,522","1,501","1,475","1,576","1,571","1,568","1,564","1,482","1,569","18,053",,
7225,Restaurants and other eating places,"25,914","25,934","28,566","28,911","29,547","29,239","30,593","29,898","27,866","28,912","27,582","30,191","343,153",,
722511,Full service restaurants,"13,373","13,443","14,562","14,573","14,894","14,641","15,333","15,074","14,114","14,686","13,906","15,520","174,119",,
"722513, 722514, 722515",Limited service eating places,"12,541","12,491","14,004","14,338","14,653","14,598","15,260","14,824","13,752","14,226","13,676","14,671","169,034",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","328,696","333,026","333,581","336,583","334,522","343,998","346,576","343,307","343,956","344,097","347,325","347,405",,,
,Retail sales and food services excl motor vehicle and parts,"256,613","259,253","259,434","262,934","261,297","264,359","264,971","269,520","273,329","276,244","274,114","274,073",,,
,Retail sales and food services excl gasoline stations,"300,321","304,011","304,083","306,574","305,382","314,109","315,600","309,908","307,840","308,186","314,140","314,251",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"228,238","230,238","229,936","232,925","232,157","234,470","233,995","236,121","237,213","240,333","240,929","240,919",,,
,"Retail sales, total","296,696","300,557","301,308","303,760","301,776","310,989","313,520","310,046","310,673","310,479","313,303","313,473",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","224,613","226,784","227,161","230,111","228,551","231,350","231,915","236,259","240,046","242,626","240,092","240,141",,,
,GAFO(1),"85,514","87,076","86,279","87,687","87,279","88,593","88,014","88,649","88,616","90,437","90,276","89,902",,,
441,Motor vehicle and parts dealers,"72,083","73,773","74,147","73,649","73,225","79,639","81,605","73,787","70,627","67,853","73,211","73,332",,,
"4411,4412",Automobile and other motor vehicle dealers,"66,148","67,949","68,419","67,796","67,471","73,811","75,821","67,954","64,858","62,054","67,189","67,308",,,
4413,"Automotive parts, acc., and tire stores","5,935","5,824","5,728","5,853","5,754","5,828","5,784","5,833","5,769","5,799","6,022","6,024",,,
"442,443","Furniture, home furn, electronics, and appliance stores","17,411","17,673","17,624","17,814","17,738","17,921","17,961","18,061","18,199","18,362","18,284","18,149",,,
442,Furniture and home furnishings stores,"8,856","8,908","8,840","8,994","8,963","9,093","9,084","9,193","9,244","9,315","9,319","9,260",,,
443,Electronics and appliance stores,"8,555","8,765","8,784","8,820","8,775","8,828","8,877","8,868","8,955","9,047","8,965","8,889",,,
444,Building mat. and garden equip. and supplies dealers,"26,126","25,797","26,219","26,520","26,510","26,569","26,538","26,814","27,111","27,664","27,674","27,324",,,
4441,Building mat. and supplies dealers,"23,326","22,933","23,435","23,679","23,599","23,710","23,705","23,889","24,317","24,822","24,807","24,577",,,
445,Food and beverage stores,"41,691","41,757","41,800","42,283","42,081","42,363","42,184","42,542","42,845","42,842","42,823","43,191",,,
4451,Grocery stores,"37,628","37,553","37,645","38,049","37,908","38,143","37,960","38,320","38,577","38,559","38,508","38,847",,,
4453,"Beer, wine and liquor stores","2,648","2,787","2,729","2,762","2,731","2,780","2,772","2,794","2,826","2,855","2,875","2,905",,,
446,Health and personal care stores,"17,116","17,292","17,245","17,350","17,413","17,392","17,635","17,548","17,707","17,742","17,859","18,005",,,
44611,Pharmacies and drug stores,"14,576","14,698","14,708","14,805","14,882","14,890","15,074","14,983","15,098","15,072","15,173","15,422",,,
447,Gasoline stations,"28,375","29,015","29,498","30,009","29,140","29,889","30,976","33,399","36,116","35,911","33,185","33,154",,,
448,Clothing and clothing access. stores,"16,125","16,674","16,293","16,636","16,514","16,824","16,450","16,759","16,450","17,120","17,142","17,207",,,
4481,Clothing stores,"11,700","12,021","11,846","12,060","11,974","12,215","11,938","12,173","11,885","12,426","12,438","12,451",,,
44811,Men's clothing stores,717,744,744,716,723,741,733,750,695,712,737,727,,,
44812,Women's clothing stores,"2,990","3,043","3,000","3,061","3,045","3,133","3,039","3,094","3,086","3,155","3,183","3,173",,,
4482,Shoe stores,"1,986","2,122","2,001","2,055","2,083","2,103","2,095","2,079","2,122","2,204","2,197","2,165",,,
44831,Jewelry stores,"2,303","2,383","2,307","2,384","2,312","2,363","2,277","2,366","2,301","2,350","2,369","2,443",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,192","6,269","6,137","6,318","6,232","6,135","6,239","6,274","6,155","6,377","6,287","6,462",,,
452,General merchandise stores,"42,556","43,183","42,949","43,601","43,423","44,354","44,017","44,214","44,502","45,267","45,226","44,778",,,
4521,Department stores,"18,034","18,173","17,818","18,153","17,808","18,263","17,858","17,822","17,557","18,070","18,048","17,765",,,
4529,Other general merchandise stores,"24,522","25,010","25,131","25,448","25,615","26,091","26,159","26,392","26,945","27,197","27,178","27,013",,,
45291,Warehouse clubs and superstores,"21,246","21,598","21,796","22,051","22,214","22,639","22,752","22,947","23,447","23,672","23,702","23,477",,,
45299,All other gen. merchandise stores,"3,276","3,412","3,335","3,397","3,401","3,452","3,407","3,445","3,498","3,525","3,476","3,536",,,
453,Miscellaneous stores retailers,"8,784","8,949","8,890","8,839","8,932","8,879","8,927","8,881","9,010","9,086","9,151","9,044",,,
454,Nonstore retailers,"20,237","20,175","20,506","20,741","20,568","21,024","20,988","21,767","21,951","22,255","22,461","22,827",,,
4541,Electronic shopping and mail order houses,"13,688","13,686","13,986","14,070","14,297","14,520","14,727","15,091","15,056","15,282","15,482","15,697",,,
45431,Fuel dealers,"2,678","2,670","2,781","2,722","2,678","2,795","2,815","3,010","3,156","3,021","3,035","3,153",,,
722,Food services and drinking places,"32,000","32,469","32,273","32,823","32,746","33,009","33,056","33,261","33,283","33,618","34,022","33,932",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
